,NDNRF_1,NDNRF_2,NDNRF_3,NDNRF_4,NDNRF_5,NDNRF_6,NDNRF_7,NDNRF_8,NDNRF_9,NDNRF_10,NDNRF_11,T2DKD_1,T2DKD_2,T2DKD_3,T2DKD_4,T2DKD_5,T2DKD_6,T2DKD_7,T2DKD_8,T2DKD_9,T2DNRF_1,T2DNRF_2,T2DNRF_3,T2DNRF_4,T2DNRF_5,T2DNRF_6,T2DNRF_7,T2DNRF_8,T2DNRF_9,T2DNRF_10,T2DNRF_11,T2DNRF_12,T2DNRF_13
hsa-miR-135b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,18,0,0,0,0
hsa-miR-148b-5p,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,16,0,0,12,0,5,1
hsa-miR-148b-3p,5270,347,11708,9557,979,4677,3376,5277,7150,2739,3006,690,1600,2704,1301,887,2598,584,3171,1479,26701,11482,729,1434,1743,7615,7259,5841,10539,4596,4614,6029,1477
hsa-miR-331-5p,32,3,0,0,2,21,3,0,13,7,0,0,5,37,0,0,13,0,7,2,0,0,18,1,11,9,0,7,16,11,9,18,0
hsa-miR-331-3p,141,6,347,75,22,35,106,149,44,98,10,3,29,55,11,0,210,6,63,8,492,751,87,151,83,116,49,27,93,12,19,76,43
hsa-miR-324-5p,923,403,1007,680,227,412,181,747,325,762,459,136,107,574,126,264,547,34,122,93,4776,6055,808,230,356,589,412,852,361,908,618,833,114
hsa-miR-324-3p,221,6,478,410,86,153,157,229,71,221,191,28,71,208,46,16,272,46,121,83,2225,3471,191,123,81,160,136,197,293,389,241,222,83
hsa-miR-338-5p,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0
hsa-miR-338-3p,0,0,259,239,6,56,62,41,57,126,40,2,17,26,17,11,204,7,35,8,129,468,11,25,30,107,111,62,270,46,53,103,20
hsa-miR-339-5p,1691,226,5305,4043,760,776,1195,1468,842,1488,906,157,635,726,394,43,2138,352,1447,677,6796,11447,1798,1397,1086,6064,1311,1046,2736,752,1888,846,961
hsa-miR-339-3p,256,80,747,1233,64,382,175,635,193,371,455,68,91,285,62,14,449,53,258,220,1097,2167,165,214,137,719,453,229,764,102,408,302,113
hsa-miR-335-5p,238,74,2903,3950,114,708,4186,241,497,992,362,121,595,1190,233,9,8671,102,490,367,2533,1914,144,714,1325,4091,754,831,1408,356,554,269,606
hsa-miR-335-3p,14,1,256,26,20,41,54,30,115,90,62,0,46,18,33,0,86,15,51,14,0,0,57,144,31,73,174,63,61,53,171,254,50
hsa-miR-133b,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,0,3
hsa-miR-345-5p,0,22,152,86,20,77,9,0,20,49,96,5,4,23,22,0,0,4,37,34,916,541,65,56,28,103,87,116,113,104,131,119,34
hsa-miR-345-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
hsa-miR-196b-5p,978,92,2615,552,856,622,182,1780,1710,786,1082,318,117,432,246,255,307,58,297,248,3470,3106,275,781,326,1256,1672,1458,1238,3339,955,1312,207
hsa-miR-196b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-422a,0,0,5,7,1,10,3,3,0,4,3,0,0,1,1,1,0,1,0,1,55,15,0,0,0,2,21,5,2,2,7,1,1
hsa-miR-423-5p,13559,6954,68329,39307,42001,50904,27974,59958,31644,20878,51762,10138,12575,26473,8481,26485,12269,11406,29094,46603,193833,251423,52343,60735,18748,33181,76943,55497,53064,74655,44282,46115,22118
hsa-miR-423-3p,3193,150,10969,4040,2091,1560,2180,3485,1793,2235,1410,171,2402,1024,1725,339,1838,1025,5107,2315,14029,24406,4455,4719,1510,2480,3857,1479,2898,2711,3346,4156,3151
hsa-miR-424-5p,54,19,329,923,12,542,15,115,109,640,942,6,31,198,40,60,282,10,81,80,1602,570,34,23,76,268,285,712,334,365,322,453,48
hsa-miR-424-3p,0,24,20,9,6,0,1,0,8,15,14,0,4,5,3,0,0,0,11,7,0,0,10,2,17,21,0,24,0,25,17,15,6
hsa-miR-425-5p,5866,1604,11264,10780,2845,7948,2131,19049,4932,9448,5657,1203,2389,4344,2305,2378,5317,962,3982,6152,55414,62137,9762,2893,1671,12365,9014,12228,6892,12585,14301,14411,3531
hsa-miR-425-3p,219,34,454,1024,66,219,486,159,235,403,240,4,87,176,39,0,405,18,286,88,1431,576,93,244,68,711,457,367,562,130,323,252,97
hsa-miR-18b-5p,77,0,73,50,0,65,7,0,22,6,0,0,8,5,2,36,0,0,3,3,3,214,5,0,0,13,50,56,20,18,49,66,13
hsa-miR-18b-3p,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
hsa-miR-20b-5p,384,168,947,1373,145,1625,447,538,682,1298,765,182,199,1246,153,327,1323,19,600,283,2275,2349,272,270,867,1207,654,1181,644,982,846,955,480
hsa-miR-429,0,0,0,69,12,5,17,0,28,15,0,11,2,3,0,0,38,0,5,0,0,0,0,7,4,20,15,26,7,44,37,28,0
hsa-miR-449a,0,0,0,13,0,0,11,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,7,0,11,12,0,0,0,1,14,0
hsa-miR-450a-5p,0,0,21,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0
hsa-miR-450a-1-3p,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,102,0,2,5,7,0,0,1,14,8,11,8,1
hsa-miR-431-5p,294,47,1683,469,261,194,1479,417,632,850,186,5,42,84,212,143,62,262,646,227,5937,3172,301,1099,237,1174,5364,649,693,1153,112,2938,538
hsa-miR-431-3p,0,0,0,13,0,10,67,0,3,0,25,5,0,2,2,0,21,4,7,0,0,0,0,0,1,4,4,3,0,0,0,0,3
hsa-miR-433-3p,0,0,0,0,5,0,24,0,6,0,13,0,0,0,0,0,0,0,8,4,0,0,0,30,0,0,0,3,0,0,0,10,3
hsa-miR-329-5p,0,0,36,0,7,0,229,0,9,7,0,0,0,6,2,0,0,2,12,0,0,0,0,29,18,7,34,0,0,0,0,11,4
hsa-miR-329-3p,0,0,39,3,4,0,152,0,13,22,0,0,4,5,0,16,0,4,20,14,0,260,35,56,1,30,73,30,44,5,3,67,26
hsa-miR-451a,22949,4055,59175,69030,7893,96062,1177,87688,18890,68997,43200,1872,10685,17091,20758,26223,29029,1969,6183,29419,247877,398725,65224,14084,6270,47331,79796,196386,25135,120899,107044,152993,14434
hsa-miR-452-5p,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0
hsa-miR-409-5p,0,0,0,11,0,0,59,1,0,0,0,0,0,0,3,0,12,0,7,0,0,0,5,33,3,21,32,0,51,10,4,14,8
hsa-miR-409-3p,797,226,2665,1831,793,195,8488,409,991,3632,747,135,160,311,137,24,846,403,909,239,4139,4811,342,1751,1424,2792,2086,590,1153,1052,146,1262,780
hsa-miR-412-5p,0,0,101,9,20,7,10,0,12,0,0,0,1,11,0,0,0,10,30,0,0,0,2,108,29,7,83,2,45,11,1,5,15
hsa-miR-412-3p,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
hsa-miR-410-5p,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
hsa-miR-410-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
hsa-miR-376b-5p,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0
hsa-miR-376b-3p,2,0,173,93,0,20,359,0,18,107,0,0,0,18,1,44,5,5,22,3,410,217,0,9,17,199,157,50,130,42,0,114,11
hsa-miR-483-5p,136,97,360,965,553,359,297,1034,593,357,370,200,406,743,177,153,300,80,188,144,5107,3295,547,1110,213,922,448,486,1163,433,787,75,186
hsa-miR-483-3p,34,3,0,21,37,15,20,0,17,16,0,8,31,8,6,0,0,0,30,29,151,0,127,77,15,12,6,16,34,32,27,16,50
hsa-miR-484,1741,532,2295,2959,3082,3198,368,3062,737,2233,997,260,1997,1273,948,314,852,522,3356,9875,14730,15209,12518,3119,965,1209,2795,1832,1801,4887,4743,7975,4354
hsa-miR-485-5p,42,0,42,13,45,0,308,0,10,0,14,0,4,5,13,0,0,29,97,15,0,0,33,117,32,137,63,12,7,14,1,49,33
hsa-miR-485-3p,151,67,394,112,301,44,9008,0,16,466,51,11,50,60,71,0,260,62,695,102,830,662,436,1385,722,143,321,35,84,79,5,313,488
hsa-miR-486-5p,304657,61090,203087,222558,252541,207874,45385,314221,97295,109388,148796,51906,91884,188565,48154,40082,108550,26484,106252,399542,1000127,1572109,530107,97722,159192,156739,131053,145167,106553,217449,169881,301671,169468
hsa-miR-486-3p,17287,3812,10509,13524,14909,14180,1545,18870,6996,6325,10052,2873,5370,10533,3081,4623,5038,1270,5202,20168,76279,105897,28299,5302,6913,9569,8748,14393,7249,19307,11873,24116,7942
hsa-miR-487a-5p,1,0,0,0,3,0,31,0,5,20,0,0,1,0,0,0,0,0,9,0,0,0,0,17,8,20,0,5,0,4,2,3,6
hsa-miR-487a-3p,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-489-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
hsa-miR-490-5p,0,0,0,0,0,0,0,0,1,7,0,0,1,0,3,0,0,0,30,6,0,0,0,0,0,34,7,5,0,0,13,1,3
hsa-miR-490-3p,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,22,1,30,0,0,0,0,0,4,28,0,6,0,0,3,0,0
hsa-miR-491-5p,38,0,349,214,28,16,82,145,27,10,37,0,37,0,36,0,4,5,103,25,942,605,27,65,16,125,112,13,103,34,92,108,61
hsa-miR-491-3p,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-511-5p,0,0,0,0,2,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,2,2,0,3
hsa-miR-146b-5p,6304,305,35344,40268,5034,5525,18414,6624,9113,6012,3299,822,3263,4095,1311,392,17403,673,8714,1142,25462,25336,2756,17052,7534,49062,17281,4679,19352,2102,5945,4253,3199
hsa-miR-146b-3p,29,0,198,59,33,69,53,217,98,51,21,1,10,19,13,0,41,7,33,3,140,276,24,58,15,80,49,40,143,30,81,47,27
hsa-miR-202-5p,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,131,0,0,0,0,0,0,6,0,6,3,0,0
hsa-miR-202-3p,0,0,0,0,0,0,0,39,0,0,0,0,0,7,0,0,0,0,2,2,0,0,10,0,0,0,3,1,0,0,8,0,0
hsa-miR-493-5p,33,0,107,62,64,0,315,4,40,26,0,7,10,14,16,0,21,27,68,11,138,0,13,184,43,42,279,52,28,151,17,180,115
hsa-miR-493-3p,64,16,333,144,63,0,1089,43,94,75,20,4,5,2,18,2,50,23,67,8,978,686,19,194,57,381,313,71,121,91,10,238,41
hsa-miR-432-5p,1012,933,4871,667,7599,593,52721,1815,3359,2920,704,357,232,1601,682,1428,2235,1596,2770,595,7317,2761,2522,11289,4464,5203,15065,2636,2444,2476,199,5063,2746
hsa-miR-432-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1
hsa-miR-494-5p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-494-3p,37,0,0,12,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,13,11,0,0,4,0,10,0
hsa-miR-495-5p,0,0,0,8,0,0,31,0,0,37,0,0,1,0,2,0,0,0,8,2,76,0,10,21,0,26,9,4,0,0,0,12,7
hsa-miR-495-3p,0,0,48,11,0,0,75,0,0,0,20,0,0,0,0,0,0,0,4,0,0,252,4,46,6,3,20,9,11,11,0,25,6
hsa-miR-496,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,5,0,0,0,6,20,0,0,8,6
hsa-miR-193b-5p,18,3,31,106,82,64,8,31,384,53,167,54,29,37,10,52,14,9,9,7,604,887,139,60,14,183,47,141,107,163,246,25,15
hsa-miR-193b-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,4,18,0,0
hsa-miR-497-5p,20,0,28,15,3,13,7,0,5,28,0,0,8,19,2,0,41,0,2,1,0,0,0,6,13,25,10,9,0,14,16,17,0
hsa-miR-497-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
hsa-miR-181d-5p,23,0,83,50,2,124,57,137,116,187,29,6,39,26,20,24,30,20,65,17,126,1,11,148,26,69,217,62,137,54,54,31,28
hsa-miR-181d-3p,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
hsa-miR-512-3p,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-515-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
hsa-miR-520f-5p,0,1,0,0,0,0,3,0,0,18,0,0,1,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,11,0,0,0,13
hsa-miR-519c-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-520a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-526b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
hsa-miR-526b-3p,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519b-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-523-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518f-3p,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,114,201,0,0,0,0,0,0,14,0,0,0,0
hsa-miR-520b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518b,0,0,0,0,5,15,9,0,0,20,0,0,0,9,1,0,0,0,1,0,0,0,0,3,0,2,7,0,0,0,2,4,0
hsa-miR-526a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
hsa-miR-518c-3p,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,5,0,0,0
hsa-miR-524-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-517a-3p,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
hsa-miR-519d-5p,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,13
hsa-miR-520d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-517b-3p,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
hsa-miR-520g-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-518e-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518e-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518a-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-518d-3p,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12
hsa-miR-520h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-522-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-519a-5p,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-516a-5p,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,5,0,0
hsa-miR-519a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-499a-5p,0,0,49,12,11,18,8,0,9,105,40,5,2,5,1,0,0,5,2,0,0,0,5,34,0,9,15,15,0,20,38,34,5
hsa-miR-500a-5p,0,5,23,0,0,9,3,0,1,0,0,0,0,9,0,0,9,0,0,1,1,0,17,4,0,8,8,14,0,16,17,29,1
hsa-miR-500a-3p,68,13,138,228,9,48,29,33,75,27,25,17,16,35,7,0,12,9,34,32,570,287,15,17,42,135,66,53,70,54,62,67,30
hsa-miR-501-5p,0,3,18,27,0,8,0,48,5,0,15,0,1,0,0,0,0,0,0,0,0,186,11,2,0,5,25,0,0,18,10,17,4
hsa-miR-501-3p,189,27,216,326,53,107,168,210,148,81,24,33,57,69,55,19,59,47,150,279,706,1127,136,139,69,224,149,88,101,189,249,220,166
hsa-miR-502-3p,72,19,87,226,25,92,22,104,99,112,49,4,43,14,29,0,44,5,48,64,657,271,37,30,15,122,62,125,50,126,176,155,45
hsa-miR-450a-2-3p,0,0,0,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0
hsa-miR-503-5p,36,10,195,240,115,262,49,151,103,258,219,60,73,288,25,60,352,12,156,70,855,187,93,47,177,197,77,362,175,367,113,299,91
hsa-miR-503-3p,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,4,2,1,0,8,0,10,0,0,0,0
hsa-miR-504-5p,0,5,54,10,4,0,17,0,7,20,0,0,2,0,0,0,13,0,4,2,115,0,8,7,15,0,0,1,24,1,0,9,2
hsa-miR-504-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-505-5p,0,49,170,28,44,122,137,57,26,139,106,26,29,72,5,169,161,4,23,72,0,156,335,237,95,10,169,125,29,79,78,81,35
hsa-miR-505-3p,67,6,15,153,3,124,27,0,84,130,61,10,9,24,6,41,28,0,12,15,0,630,39,25,15,48,55,79,19,87,58,35,8
hsa-miR-513a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
hsa-miR-507,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-508-3p,0,0,19,0,0,9,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,0,0,0,0
hsa-miR-509-3p,0,0,0,8,25,0,15,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,10,5,3,0,9,6,0,0,2,15,0
hsa-miR-514a-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-514a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
hsa-miR-532-5p,973,252,903,1661,154,948,443,748,675,1834,659,150,117,578,105,480,1808,45,266,183,3423,4686,225,255,498,2013,591,844,473,602,572,711,196
hsa-miR-532-3p,321,107,197,352,60,230,44,53,102,119,194,17,49,171,21,0,93,21,90,185,1872,2751,295,92,176,101,160,205,136,324,155,253,116
hsa-miR-455-5p,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,15,22,0,0
hsa-miR-455-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
hsa-miR-539-5p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-539-3p,0,0,16,0,0,0,34,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,43,53,2,0,6,0,5,3
hsa-miR-544a,0,0,0,0,0,4,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0
hsa-miR-545-5p,0,0,0,29,0,22,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,35,1,11,15,4,6,14,3
hsa-miR-545-3p,0,0,10,4,0,21,5,0,0,42,9,0,0,0,0,0,18,0,0,0,0,0,0,1,9,15,19,21,0,0,10,21,0
hsa-miR-487b-5p,0,0,0,0,9,0,67,0,0,4,0,0,0,10,2,0,0,7,8,1,0,0,0,28,0,9,6,0,0,10,0,3,15
hsa-miR-487b-3p,1,3,120,9,5,0,227,33,0,37,0,0,1,25,3,0,19,5,24,9,0,0,26,110,19,32,37,12,0,28,8,80,38
hsa-miR-551a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0
hsa-miR-552-3p,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
hsa-miR-92b-5p,110,51,50,191,118,68,65,63,48,80,215,29,25,96,11,110,35,36,25,79,526,878,170,27,117,42,80,57,46,97,55,76,109
hsa-miR-92b-3p,426,42,212,192,476,423,157,218,254,472,166,72,297,174,119,141,383,123,683,954,640,259,940,264,504,95,351,190,89,327,214,582,487
hsa-miR-556-5p,0,0,23,20,0,0,19,0,0,38,0,0,1,0,2,0,3,0,3,4,0,0,0,16,1,8,10,0,0,3,7,15,0
hsa-miR-556-3p,27,0,78,0,0,0,9,0,0,20,0,0,0,0,6,0,0,0,9,0,0,0,0,7,0,10,15,4,0,0,9,14,0
hsa-miR-557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-561-5p,0,0,0,0,0,4,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,7,0,14,2,5,1
hsa-miR-551b-5p,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-551b-3p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,4,9,0,2,3,0
hsa-miR-570-3p,0,0,0,0,0,0,0,0,0,38,21,0,0,22,0,0,9,0,0,5,1,0,0,2,5,0,0,16,0,15,1,1,5
hsa-miR-571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-574-5p,49,14,622,596,79,152,522,41,194,329,391,1,23,75,9,21,162,35,42,34,1249,1058,89,370,70,323,316,168,343,179,168,136,38
hsa-miR-574-3p,127,77,458,283,77,96,1298,30,182,292,36,7,170,258,49,34,1883,35,340,58,724,712,199,326,472,263,101,110,40,131,72,64,204
hsa-miR-576-5p,293,29,394,200,81,380,36,70,119,515,142,0,48,90,58,74,160,22,100,66,866,704,198,61,59,230,383,507,120,398,443,890,109
hsa-miR-576-3p,0,0,33,101,0,30,5,5,0,67,40,0,10,0,0,0,0,1,3,5,134,0,0,2,0,46,24,17,15,21,23,18,6
hsa-miR-579-5p,28,0,18,23,0,0,0,0,10,39,0,0,0,7,2,0,0,0,0,0,0,0,0,2,0,23,4,5,0,9,14,11,2
hsa-miR-579-3p,25,0,0,44,4,26,0,0,4,0,76,0,1,0,5,0,0,2,3,6,131,0,0,7,4,4,11,38,0,12,21,19,3
hsa-miR-580-3p,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,2,0,0,4,0,0
hsa-miR-582-5p,0,0,0,0,0,8,0,0,9,18,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,11,0,17,31,0,2,0,0
hsa-miR-582-3p,1,0,0,48,0,9,0,86,14,58,61,8,0,1,17,19,39,0,3,1,160,0,0,4,1,41,8,38,54,12,25,9,2
hsa-miR-584-5p,3689,207,21595,13770,3950,5114,4998,5610,5595,5581,4703,278,2680,2037,978,1052,6169,1626,8318,2614,12873,6819,2271,11525,2287,10979,11340,4020,9058,2137,3988,6325,2748
hsa-miR-584-3p,0,0,0,13,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,5,0,4,0,5,1
hsa-miR-548a-3p,79,9,74,231,0,29,29,0,43,87,49,0,7,41,14,13,103,0,38,4,304,0,7,18,19,109,51,45,87,15,49,61,8
hsa-miR-586,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
